Source_ID,Sentiment,Sentiment_Score,Reason
GRP-BILI-DM-BV17E411Q7v7-005683,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005684,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005685,positive,1.0,正面词：好看
GRP-BILI-DM-BV17E411Q7v7-005686,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005687,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005688,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005689,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005690,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005691,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005692,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005693,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005694,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005695,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005696,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005697,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005698,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005699,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005700,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005701,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005702,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005703,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005704,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005705,positive,1.0,正面词：好看
GRP-BILI-DM-BV17E411Q7v7-005706,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005707,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005708,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005709,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005710,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005711,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005712,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005713,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005714,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005715,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005716,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005717,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005718,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005719,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005720,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005721,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005722,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005723,positive,1.0,"正面词：好, 棒"
GRP-BILI-DM-BV17E411Q7v7-005724,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005725,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005726,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005727,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005728,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005729,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005730,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005731,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005732,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005733,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005734,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005735,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005736,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005737,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005738,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005739,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005740,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005741,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005742,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005743,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005744,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005745,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005746,positive,1.0,正面词：透气
GRP-BILI-DM-BV17E411Q7v7-005747,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005748,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005749,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005750,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005751,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005752,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005753,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005754,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005755,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005756,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005757,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005758,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005759,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005760,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005761,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005762,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005763,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005764,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005765,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005766,positive,1.0,正面词：好
GRP-BILI-DM-BV17E411Q7v7-005767,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005768,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005769,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005770,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005771,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005772,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005773,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005774,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005775,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005776,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005777,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005778,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005779,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005780,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005781,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005782,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005783,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005784,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005785,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005786,positive,1.0,正面词：优秀
GRP-BILI-DM-BV17E411Q7v7-005787,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005788,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005789,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005790,positive,1.0,正面词：爱了
GRP-BILI-DM-BV17E411Q7v7-005791,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005792,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005793,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005794,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005795,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005796,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005797,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005798,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005799,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005800,positive,1.0,正面词：喜欢
GRP-BILI-DM-BV17E411Q7v7-005801,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005802,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005803,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005804,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005805,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005806,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005807,negative,-1.0,负面词：贵
GRP-BILI-DM-BV17E411Q7v7-005808,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005809,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005810,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005811,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005812,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005813,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005814,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005815,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005816,positive,1.0,正面词：推荐
GRP-BILI-DM-BV17E411Q7v7-005817,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005818,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005819,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005820,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005821,positive,1.0,正面词：好看
GRP-BILI-DM-BV17E411Q7v7-005822,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005823,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005824,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005825,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005826,positive,1.0,正面词：透气
GRP-BILI-DM-BV17E411Q7v7-005827,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005828,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005829,positive,1.0,正面词：喜欢
GRP-BILI-DM-BV17E411Q7v7-005830,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005831,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005832,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005833,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005834,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005835,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005836,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005837,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005838,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005839,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005840,positive,1.0,正面词：好看
GRP-BILI-DM-BV17E411Q7v7-005841,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005842,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005843,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005844,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005845,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005846,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005847,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005848,positive,1.0,正面词：好
GRP-BILI-DM-BV17E411Q7v7-005849,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005850,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005851,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005852,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005853,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005854,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005855,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005856,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005857,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005858,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005859,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005860,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005861,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005862,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005863,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005864,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005865,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005866,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005867,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005868,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005869,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005870,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005871,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005872,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005873,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005874,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005875,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005876,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005877,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005878,positive,1.0,正面词：喜欢
GRP-BILI-DM-BV17E411Q7v7-005879,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005880,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005881,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005882,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005883,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005884,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005885,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005886,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005887,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005888,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005889,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005890,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005891,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005892,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005893,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005894,neutral,0.0,正面词：喜欢；负面词：后悔
GRP-BILI-DM-BV17E411Q7v7-005895,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005896,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005897,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005898,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005899,positive,1.0,正面词：喜欢
GRP-BILI-DM-BV17E411Q7v7-005900,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005901,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005902,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005903,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005904,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005905,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005906,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005907,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005908,positive,1.0,正面词：好看
GRP-BILI-DM-BV17E411Q7v7-005909,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005910,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005911,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005912,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005913,positive,1.0,正面词：透气
GRP-BILI-DM-BV17E411Q7v7-005914,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005915,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005916,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005917,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005918,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005919,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005920,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005921,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005922,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005923,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005924,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005925,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005926,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005927,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005928,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005929,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005930,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005931,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005932,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005933,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005934,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005935,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005936,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005937,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005938,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005939,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005940,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005941,positive,1.0,正面词：好
GRP-BILI-DM-BV17E411Q7v7-005942,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005943,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005944,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005945,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005946,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005947,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005948,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005949,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005950,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005951,negative,-1.0,"负面词：差, 贵"
GRP-BILI-DM-BV17E411Q7v7-005952,positive,1.0,正面词：好看
GRP-BILI-DM-BV17E411Q7v7-005953,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005954,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005955,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005956,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005957,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005958,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005959,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005960,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005961,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005962,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005963,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005964,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005965,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005966,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005967,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005968,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005969,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005970,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005971,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005972,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005973,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005974,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005975,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005976,positive,1.0,正面词：好看
GRP-BILI-DM-BV17E411Q7v7-005977,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005978,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005979,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005980,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005981,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005982,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005983,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005984,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005985,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005986,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005987,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005988,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005989,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005990,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005991,positive,1.0,正面词：好看
GRP-BILI-DM-BV17E411Q7v7-005992,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005993,positive,1.0,正面词：透气
GRP-BILI-DM-BV17E411Q7v7-005994,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005995,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005996,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005997,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-005998,positive,1.0,正面词：好
GRP-BILI-DM-BV17E411Q7v7-005999,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006000,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006001,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006002,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006003,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006004,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006005,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006006,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006007,positive,1.0,正面词：舒服
GRP-BILI-DM-BV17E411Q7v7-006008,negative,-1.0,负面词：坑
GRP-BILI-DM-BV17E411Q7v7-006009,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006010,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006011,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006012,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006013,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006014,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006015,neutral,0.0,未命中正负面词典
GRP-BILI-DM-BV17E411Q7v7-006016,neutral,0.0,未命中正负面词典
